UserId,Date,FAttacker1,FAttacker2,FAttacker3,FAttacker4,FSpecial1,FSpecial2,Formation,EAttacker1,EAttacker2,EAttacker3,EAttacker4,ESpecial1,ESpecial2,Result,Note,Title,Link,Bv,Check
NoData,2024-12-30,Yuuka,Tsurugi,Cherino,Marina,Nagisa,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Cherino,Marina,Nagisa,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Hanako(SS),Marina,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Midori,Miyako(SS),Yuuka,Tsurugi,Shiroko(SS),Yuzu(MD),进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Tsurugi,Yuuka,Marina,Mika,Shiroko(SS),Mashiro,进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Tsurugi,Yuuka,Hoshino,Mika,Mashiro,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Hoshino,Atsuko,Mashiro,Utaha,进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Hoshino,Neru(BY),Utaha,Mashiro,进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-30,Akane,Junko,Yuuka,Hoshino,Utaha,Mashiro,进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Cherino,Marina,Nagisa,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Marina,Hanako(SS),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Iori,Mika,Marina,Tsurugi,Shiroko(SS),Mashiro,进攻,Mutsuki(NY),Miyako(SS),Hanako(SS),Marina,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Tsurugi,Yuuka,Marina,Mika,Shiroko(SS),Mashiro,进攻,Mutsuki(NY),Yuuka,Marina,Hanako(SS),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Atsuko,Hoshino,Shiroko(SS),Nagisa,进攻,Yuuka,Mutsuki(NY),Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Cherino,Marina,Nagisa,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Hanako(SS),Marina,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Hoshino,Cherino,Mashiro,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Yuuka,Tsurugi,Marina,Mika,Ayane(SS),Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Hanako(SS),Tsubaki,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Momoi,Junko,Tsurugi,Yuuka,Mashiro,Shiroko(SS),进攻,Miyako(SS),Mutsuki(NY),Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Iori,Momoi,Tsurugi,Yuuka,Mashiro,Shiroko(SS),进攻,Miyako(SS),Mutsuki(NY),Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-30,Junko,Momoi,Yuuka,Tsurugi,Mashiro,Shiroko(SS),进攻,Miyako(SS),Mutsuki(NY),Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Midori,Yuuka,Miyako(SS),Tsurugi,Mashiro(SS),Shiroko(SS),进攻,Hanako(SS),Yuuka,Atsuko,Mutsuki(NY),Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Tsurugi,Yuuka,Marina,Mika,Shiroko(SS),Mashiro,进攻,Yuuka,Hanako(SS),Marina,Mutsuki(NY),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Tsurugi,Yuuka,Mika,Marina,Mashiro,Shiroko(SS),进攻,Yuuka,Hanako(SS),Marina,Mutsuki(NY),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Midori,Yuuka,Hoshino,Tsurugi,Mashiro,Shiroko(SS),进攻,Yuuka,Hanako(SS),Marina,Mutsuki(NY),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Marina,Yuuka,Shun,Hanako(SS),Mashiro,Shiroko(SS),进攻,Yuuka,Hanako(SS),Marina,Shun,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Shun,Mika,Marina,Mutsuki(NY),Ayane(SS),Shiroko(SS),进攻,Yuuka,Hanako(SS),Shun,Tsubaki,Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Haruna(NY),Yuuka,Shun,Marina,Mashiro,Shiroko(SS),进攻,Shun,Yuuka,Hanako(SS),Marina,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Haruna(NY),Atsuko,Shun,Yuuka,Mashiro(SS),Shiroko(SS),进攻,Yuuka,Shun,Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Yuuka,Mutsuki(NY),Miyako(SS),Tsurugi,Mashiro,Shiroko(SS),进攻,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Haruna(NY),Neru(BY),Shun,Yuuka,Shiroko(SS),Mashiro,进攻,Yuuka,Shun,Hanako(SS),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Iori,Shun,Tsurugi,Yuuka,Shiroko(SS),Mashiro,进攻,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Tsubaki,Mine,Tsurugi,Mashiro,Shiroko(SS),进攻,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,进攻,Shun,Hoshino,Cherino,Yuuka,Shiroko(SS),Minori,胜利,,,,,0
NoData,2024-12-31,Yuuka,Shun,Hanako(SS),Marina,Minori,Shiroko(SS),进攻,Mutsuki(NY),Yuuka,Akane,Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Hanako(SS),Yuuka,Akane,Atsuko,Shiroko(SS),Mashiro,进攻,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Atsuko,Hoshino,Tsurugi,Mashiro,Shiroko(SS),进攻,Yuuka,Shun,Hanako(SS),Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Hoshino,Mutsuki(NY),Shun,Nagisa,Shiroko(SS),进攻,Yuuka,Shun,Marina,Hanako(SS),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Haruna(NY),Yuuka,Shun,Marina,Shiroko(SS),Nagisa,进攻,Yuuka,Shun,Marina,Hanako(SS),Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Midori,Yuuka,Mutsuki(NY),Marina,Mashiro,Shiroko(SS),进攻,Tsubaki,Shun,Marina,Hanako(SS),Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Atsuko,Tsurugi,Yuuka,Nagisa,Mashiro,进攻,Yuuka,Shun,Marina,Hanako(SS),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Atsuko,Yuuka,Hoshino,Neru(BY),Shiroko(SS),Mashiro(SS),进攻,Yuuka,Atsuko,Hanako(SS),Shun,Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Yuuka,Atsuko,Neru(BY),Hoshino,Shiroko(SS),Mashiro(SS),进攻,Yuuka,Atsuko,Hanako(SS),Shun,Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Marina,Tsurugi,Hanako(SS),Mika,Nagisa,Shiroko(SS),进攻,Yuuka,Shun,Marina,Mutsuki(NY),Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Atsuko,Tsurugi,Mutsuki(NY),Marina,Nagisa,Mashiro,进攻,Mutsuki(NY),Yuuka,Shun,Marina,Ayane(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Atsuko,Marina,Shun,Mutsuki(NY),Shiroko(SS),Mashiro,进攻,Mutsuki(NY),Yuuka,Shun,Marina,Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Atsuko,Tsurugi,Marina,Mashiro,Ayane(SS),进攻,Shun,Yuuka,Atsuko,Mutsuki(NY),Nagisa,Hibiki,胜利,,,,,0
NoData,2024-12-31,Atsuko,Yuuka,Tsurugi,Marina,Nagisa,Ayane(SS),进攻,Shun,Yuuka,Tsubaki,Mutsuki(NY),Ayane(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Tsurugi,Hanako(SS),Marina,Mashiro,Shiroko(SS),进攻,Shun,Yuuka,Marina,Mutsuki(NY),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Tsurugi,Yuuka,Megu,Atsuko,Ayane(SS),Shiroko(SS),进攻,Shun,Yuuka,Mutsuki(NY),Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Tsurugi,Iori,Yuuka,Mashiro,Nagisa,进攻,Shun,Tsubaki,Mutsuki(NY),Yuuka,Mashiro(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Yuuka,Hoshino,Tsurugi,Marina,Ayane(SS),Mashiro(SS),进攻,Yuuka,Shun,Mutsuki(NY),Marina,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Tsurugi,Hanako(SS),Mika,Nagisa,Shiroko(SS),进攻,Yuuka,Shun,Mutsuki(NY),Marina,Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Yuuka,Tsurugi,Haruna(NY),Tsubaki,Mashiro(SS),Nagisa,进攻,Yuuka,Shun,Mutsuki(NY),Marina,Ayane(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Mika,Yuuka,Tsurugi,Tsubaki,Mashiro,Utaha,进攻,Yuuka,Shun,Marina,Mutsuki(NY),Mashiro,Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Mutsuki(NY),Mika,Yuuka,Marina,Mashiro,Shiroko(SS),进攻,Yuuka,Shun,Marina,Mutsuki(NY),Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Iori,Yuuka,Tsurugi,Marina,Mashiro,Serina,进攻,Yuuka,Shun,Eimi,Mutsuki(NY),Serina,Nagisa,胜利,,,,,0
NoData,2024-12-31,Atsuko,Yuuka,Tsurugi,Marina,Nagisa,Mashiro,进攻,Yuuka,Shun,Marina,Mutsuki(NY),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Atsuko,Tsurugi,Hanako(SS),Yuuka,Mashiro,Shiroko(SS),进攻,Yuuka,Shun,Marina,Mutsuki(NY),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Yuuka,Miyako(SS),Tsurugi,Junko,Shiroko(SS),Mashiro,进攻,Yuuka,Shun,Marina,Mutsuki(NY),Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Marina,Mika,Ayane(SS),Mashiro,进攻,Yuuka,Shun,Mutsuki(NY),Marina,Ayane(SS),Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Marina,Yuuka,Ayane(SS),Mashiro(SS),进攻,Yuuka,Shun,Marina,Mutsuki(NY),Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Atsuko,Yuuka,Mashiro,Nagisa,进攻,Neru(BY),Shun,Marina,Mutsuki(NY),Mashiro,Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Atsuko,Mika,Mashiro,Ayane(SS),进攻,Neru(BY),Shun,Marina,Mutsuki(NY),Mashiro,Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Atsuko,Hoshino,Mashiro,Ayane(SS),进攻,Neru(BY),Shun,Marina,Mutsuki(NY),Mashiro,Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Atsuko,Tsurugi,Yuuka,Ayane(SS),Mashiro,进攻,Tsubaki,Shun,Marina,Mutsuki(NY),Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Neru(BY),Marina,Tsurugi,Megu,Ayane(SS),Mashiro,进攻,Yuuka,Shun,Tsubaki,Mutsuki(NY),Ayane(SS),Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Hoshino,Mutsuki(NY),Marina,Shun,Ayane(SS),Mashiro,进攻,Neru(BY),Mutsuki(NY),Shun,Marina,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Atsuko,Tsurugi,Yuuka,Midori,Mashiro,Serina,进攻,Yuuka,Mutsuki(NY),Shun,Tsubaki,Ayane(SS),Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Iori,Marina,Atsuko,Tsurugi,Ayane(SS),Mashiro(SS),进攻,Yuuka,Mutsuki(NY),Tsubaki,Shun,Ayane(SS),Utaha,胜利,,,,,0
NoData,2024-12-31,Mika,Tsurugi,Yuuka,Hoshino,Mashiro,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Shun,Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Mika,Tsurugi,Yuuka,Hoshino,Mashiro,Shiroko(SS),进攻,Yuuka,Mutsuki(NY),Shun,Marina,Shiroko(SS),Mashiro,胜利,,,,,0
NoData,2024-12-31,Tsurugi,Megu,Yuuka,Marina,Ayane(SS),Mashiro(SS),进攻,Neru(BY),Mutsuki(NY),Shun,Marina,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Tsurugi,Mutsuki(NY),Yuuka,Mashiro,Ayane(SS),进攻,Yuuka,Mutsuki(NY),Marina,Shun,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Iori(SS),Yuuka,Tsubaki,Tsurugi,Mashiro,Ayane(SS),进攻,Yuuka,Mutsuki(NY),Shun,Marina,Mashiro,Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Tsurugi,Hoshino,Yuuka,Ayane(SS),Mashiro,进攻,Neru(BY),Mutsuki(NY),Marina,Shun,Ayane(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Yuuka,Hoshino,Mika,Tsurugi,Shiroko(SS),Mashiro,进攻,Yuuka,Mutsuki(NY),Shun,Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Mika,Shun,Marina,Yuuka,Nagisa,Mashiro,进攻,Yuuka,Marina,Shun,Haruna(NY),Iroha,Nagisa,胜利,,,,,0
NoData,2024-12-31,Shun,Kotori(CR),Yuuka,Atsuko,Mashiro,Shiroko(SS),进攻,Haruna(NY),Yuuka,Shun,Marina,Mashiro,Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Shun,Hina(SS),Marina,Atsuko,Mashiro,Shiroko(SS),进攻,Haruna(NY),Yuuka,Shun,Marina,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Yuuka,Mutsuki(NY),Shun,Marina,Mashiro(SS),Shiroko(SS),进攻,Yuuka,Haruna(NY),Marina,Shun,Ayane(SS),Shiroko(SS),胜利,,,,,0
NoData,2024-12-31,Yuuka,Hanako(SS),Atsuko,Tsurugi,Ayane(SS),Shiroko(SS),进攻,Yuuka,Haruna(NY),Shun,Tsubaki,Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Neru(BY),Yuuka,Tsurugi,Marina,Ayane(SS),Mashiro(SS),进攻,Yuuka,Shun,Haruna(NY),Marina,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Neru(BY),Yuuka,Tsurugi,Marina,Ayane(SS),Mashiro,进攻,Yuuka,Shun,Marina,Haruna(NY),Mashiro,Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Neru(BY),Yuuka,Tsurugi,Atsuko,Mashiro,Mashiro(SS),进攻,Yuuka,Shun,Marina,Haruna(NY),Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Yuuka,Atsuko,Mutsuki(NY),Tsurugi,Utaha,Shiroko(SS),进攻,Yuuka,Shun,Haruna(NY),Tsubaki,Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Miyako(SS),Atsuko,Kotori(CR),Shun,Minori,Shiroko(SS),进攻,Yuuka,Shun,Marina,Haruna(NY),Shiroko(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Megu,Tsurugi,Yuuka,Marina,Yuuka,Mashiro(SS),进攻,Yuuka,Shun,Haruna(NY),Marina,Mashiro(SS),Ayane(SS),胜利,,,,,0
NoData,2024-12-31,Neru(BY),Yuuka,Tsurugi,Megu,Ayane(SS),Utaha,进攻,Yuuka,Shun,Tsubaki,Haruna(NY),Ayane(SS),Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Marina,Neru(BY),Yuuka,Megu,Ayane(SS),Utaha,进攻,Yuuka,Shun,Tsubaki,Haruna(NY),Ayane(SS),Mashiro(SS),胜利,,,,,0
NoData,2024-12-31,Tsubaki,Atsuko,Yuuka,Neru(BY),Shiroko(SS),Serina,进攻,Yuuka,Atsuko,Shun,Haruna(NY),Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2024-12-31,Tsubaki,Atsuko,Yuuka(SW),Neru(BY),Shiroko(SS),Mashiro(SS),进攻,Yuuka,Atsuko,Shun,Haruna(NY),Shiroko(SS),Nagisa,胜利,,,,,0
NoData,2025-01-01,Shun,Yuuka,Momoi,Midori,Mashiro,Shiroko(SS),进攻,Yuuka,Tsurugi,Marina,Iori,Nagisa,Shiroko(SS),胜利,,,,,0
NoData,2025-01-01,Shun,Yuuka,Momoi,Midori,Shiroko(SS),Mashiro,进攻,Yuuka,Tsurugi,Hanako(SS),Marina,Shiroko(SS),Minori,胜利,,,,,0
NoData,2025-01-01,Hoshino,Yuuka,Midori,Shun,Shiroko(SS),Mashiro,进攻,Yuuka,Tsurugi,Marina,Hanako(SS),Shiroko(SS),Minori,胜利,,,,,0
